ID,Tipo,REF,Nome,Publicado,"Em destaque?","Visibilidade no catálogo","Descrição curta",Descrição,"Data de preço promocional começa em","Data de preço promocional termina em","Status da taxa","Classe de taxa","Em estoque?",Estoque,"Quantidade baixa de estoque","São permitidas encomendas?","Vender individualmente?","Peso (kg)","Comprimento (cm)","Largura (cm)","Altura (cm)","Permitir avaliações de clientes?","Nota da compra","Preço promocional",Preço,Categorias,Tags,"Classe de entrega",Imagens,"Limite de download","Dias para expirar o download","Produto ascendente","Produtos agrupados","Aumenta vendas","Venda cruzada","URL externa","Texto do botão",Posição,"Nome do atributo 1","Valores do atributo 1","Visibilidade do atributo 1","Atributo global 1","Nome do atributo 2","Valores do atributo 2","Visibilidade do atributo 2","Atributo global 2"
3641,variable,87686260-1,"Peep Toe Vaqueta Camélia",'-1,0,visible,"Peep Toe confeccionado em couro vaqueta camelia e verniz camelia. Salto de 11cm com pata de 2cm. Ref.: 87686260-1","Peep Toe confeccionado em couro vaqueta camélia e verniz camélia. Salto de 11cm com pata de 2cm. Ref.: 87686260-1",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 30%, Peep Toe, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/876-86260-vaqueta-camelia-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/876-86260-vaqueta-camelia-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/876-86260-vaqueta-camelia-3.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1
3642,variation,,"Peep Toe Vaqueta Camélia - 34",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,"188,93","269,90",,,,,,,87686260-1,,,,,,4,Tamanho,34,,1
3643,variation,,"Peep Toe Vaqueta Camélia - 35",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,"188,93","269,90",,,,,,,87686260-1,,,,,,5,Tamanho,35,,1
3644,variation,,"Peep Toe Vaqueta Camélia - 36",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,"188,93","269,90",,,,,,,87686260-1,,,,,,6,Tamanho,36,,1
3645,variation,,"Peep Toe Vaqueta Camélia - 37",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,"188,93","269,90",,,,,,,87686260-1,,,,,,7,Tamanho,37,,1
3646,variation,,"Peep Toe Vaqueta Camélia - 38",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,"188,93","269,90",,,,,,,87686260-1,,,,,,8,Tamanho,38,,1
3648,variation,,"Peep Toe Vaqueta Camélia - 33",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,"188,93","269,90",,,,,,,87686260-1,,,,,,1,Tamanho,33,,1
3649,variation,,"Peep Toe Vaqueta Camélia - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,"188,93","269,90",,,,,,,87686260-1,,,,,,2,Tamanho,39,,1
3650,variation,,"Peep Toe Vaqueta Camélia - 40",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,"188,93","269,90",,,,,,,87686260-1,,,,,,3,Tamanho,40,,1
3672,variable,62262187,"Peep Toe Lame Red",'-1,0,visible,"Peep Toe Divalesi confeccionado em lame red. Salto de 8cm com pata de 1cm. Aplicação de laço em lame red. Ref.: 62262187","Peep Toe Divalesi confeccionado em lame red. Salto de 8cm com pata de 1cm. Aplicação de laço em lame red. Ref.: 62262187",,,taxable,,1,,,0,0,,,,,0,,,,"Festa, Liquida Verão 40%, Peep Toe, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/622-62187-lame-red-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/622-62187-lame-red-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/622-62187-lame-red-2.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1
3673,variation,,"Peep Toe Lame Red - 34",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,"143,94","239,90",,,,,,,62262187,,,,,,3,Tamanho,34,,1
3674,variation,,"Peep Toe Lame Red - 35",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,"143,94","239,90",,,,,,,62262187,,,,,,4,Tamanho,35,,1
3675,variation,,"Peep Toe Lame Red - 36",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,"143,94","239,90",,,,,,,62262187,,,,,,5,Tamanho,36,,1
3676,variation,,"Peep Toe Lame Red - 37",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,"143,94","239,90",,,,,,,62262187,,,,,,6,Tamanho,37,,1
3677,variation,,"Peep Toe Lame Red - 38",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,"143,94","239,90",,,,,,,62262187,,,,,,7,Tamanho,38,,1
3678,variation,,"Peep Toe Lame Red - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,"143,94","239,90",,,,,,,62262187,,,,,,8,Tamanho,39,,1
3687,variable,86886345-2,"Peep Toe Soft Pele",'-1,0,visible,"Peep Toe confeccionado em verniz soft pele. Salto de 11cm com pata de 2cm. Ref.: 86886345-2","Peep Toe confeccionado em verniz soft pele. Salto de 11cm com pata de 2cm. Ref.: 86886345-2",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Peep Toe, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/868-86345-soft-pele-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/868-86345-soft-pele-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/868-86345-soft-pele-3.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1
3688,variation,,"Peep Toe Soft Pele - 34",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,"143,94","239,90",,,,,,,86886345-2,,,,,,2,Tamanho,34,,1
3689,variation,,"Peep Toe Soft Pele - 35",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,"143,94","239,90",,,,,,,86886345-2,,,,,,3,Tamanho,35,,1
3690,variation,,"Peep Toe Soft Pele - 36",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,"143,94","239,90",,,,,,,86886345-2,,,,,,4,Tamanho,36,,1
3691,variation,,"Peep Toe Soft Pele - 37",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,"143,94","239,90",,,,,,,86886345-2,,,,,,5,Tamanho,37,,1
3692,variation,,"Peep Toe Soft Pele - 38",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,"143,94","239,90",,,,,,,86886345-2,,,,,,6,Tamanho,38,,1
3693,variation,,"Peep Toe Soft Pele - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,"143,94","239,90",,,,,,,86886345-2,,,,,,7,Tamanho,39,,1
3694,variation,,"Peep Toe Soft Pele - 33",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,"143,94","239,90",,,,,,,86886345-2,,,,,,1,Tamanho,33,,1
